35  122  0   0
23 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 0 0 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 32
31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32
31  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 52 0 32
31  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 51 0 0 0 0 0 0 53 0 0 0 0 32
31  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 54 0 0 0 0 32
31  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32
31  0 0 0 0 0 0 0 0 0 0 0 0 53 0 0 0 0 0 0 0 0 53 0 0 0 51 0 0 0 0 52 0 0 32
31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 52 0 0 0 0 0 54 0 0 0 0 0 0 0 0 0 0 0 32
31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32
33 29 29 29 29 29 29 29 29 33  0 0  0   0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 
31 0 0 0  0  0  0  0  0 33 33 33 33 33 33 33 33     0 33 33  29 29 29 29 29 29 29 29 29 29 29 29 29 29 33 
31 0 0 32 33 33 33 0  32 33 29 29 29 29 29 29 29 0 29  33  0 0 0 0 0 0 0 0 0 0 0 0 0 0 32
31 0 0 32 33 33 33 0  32 31 0  0  0  0  0  0   0 0   0     33  0 0 0 1 1 1 1 1 1 1 1 0 0 0 32
31 0 0 32 33 33 33 0  32 31 0  0  32 33 33 33 31    0  0 33  0 0 0 1 1 1 1 1 1 1 1 0 0 0 32
31 0 0 32 33 33 33 0  32 31 0  0  32 33 33 33 31   0    0 23 0 0 0 1 1 1 1 1 1 1 1 0 0 0 32
31 0 0 32 29 29 29 0  32 31 0  0  32 33 33 33 31   0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32
31 0 0  32 0  0  0  0  32 31 0  0  32 33 33 33 31    1  1 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29
31 0 0 32 33 33 31 0  32 31 0  0  32  33 33 33 31    0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32
31 0 0 32 33 33 31  0  32 31 0  0  32 33 33 33 31    0  52 0 0 53 0 0 0 0 0 0 0 0 52 0 0 0 32
31 0 0 32 33 33 31  0  32 31 0  0  32 33 33 33 31     0  0 0 0 0 0 0 0 0 53 0 0 0 0 0 0 0 32
31 0 0 32 33 33 31  0  29 29 0  0  32 33 33 33 31      0  52 0 0 0 52 0 0 0 0 0 0 0 0 0 0 0 32
31 0 0 32 33 33 31 0  0 0 0 0      32 33 33 33 31    0    0  0 0 0 0 0 0 0 0 53 0 0 52 0 0 0 32
31 0 0 32 33 33 31  0  0 0   0 0   32  33 33 33 31    0    0  0 0 0 0 52 0 0 0 0 0 0 0 0 0 0 32
31 0 0 32 33 33 33 33 29 29 29 29  33 33 33 33 31    0  52 0 0 0 0 0 0 0 0 0 0 0      0 0 53 0 32
31 0 0 29 29 29 29 29 0 0 0 0      32  33 33 33 31     0 0    0  0  0 0 0 0 52 0 0 0 0   0 0 0 0 32
31 0 0 0  0 0 0 0 0     0 0 0     32 33   33 33 31       53 0 0 0   0  0 53 0 0 0 0 0 0 0 0 0 0 32
